0.952,0.335,0.125,5.277,9.496,4.728,SAFE
0.953,0.335,0.125,5.222,9.311,4.668,SAFE
0.954,0.338,0.127,5.337,9.506,4.793,SAFE
0.956,0.34,0.129,5.35,9.522,4.807,SAFE
0.956,0.34,0.129,5.32,9.52,4.774,SAFE
0.956,0.343,0.131,5.354,9.458,4.811,SAFE
0.954,0.344,0.132,5.286,9.385,4.737,SAFE
0.952,0.342,0.13,5.26,9.298,4.709,SAFE
0.954,0.347,0.134,5.303,9.303,4.756,SAFE
0.954,0.353,0.138,5.38,9.393,4.84,SAFE
0.951,0.351,0.137,5.307,9.296,4.76,SAFE
0.951,0.348,0.134,5.2,9.223,4.645,SAFE
0.95,0.343,0.131,5.137,9.102,4.577,SAFE
0.95,0.347,0.134,5.256,9.218,4.705,SAFE
0.948,0.341,0.129,5.184,9.166,4.627,SAFE
0.951,0.349,0.135,5.264,9.228,4.714,SAFE
0.951,0.352,0.138,5.264,9.236,4.714,SAFE
0.946,0.34,0.129,4.951,8.849,4.377,SAFE
0.946,0.339,0.128,5.016,8.907,4.448,SAFE
0.946,0.338,0.127,5.091,9.023,4.528,SAFE
0.947,0.336,0.126,5.054,8.992,4.488,SAFE
0.946,0.33,0.122,5.054,8.965,4.488,SAFE
0.948,0.331,0.123,5.091,9.048,4.528,SAFE
0.948,0.33,0.122,5.008,9.018,4.439,SAFE
0.949,0.335,0.125,5.05,9.061,4.483,SAFE
0.949,0.339,0.128,5.095,9,4.532,SAFE
0.947,0.338,0.127,5.012,8.944,4.443,SAFE
0.947,0.342,0.13,4.971,8.851,4.399,SAFE
0.946,0.342,0.13,4.975,8.922,4.404,SAFE
0.945,0.343,0.131,4.93,8.792,4.356,SAFE
0.942,0.34,0.129,4.801,8.7,4.218,SAFE
0.942,0.342,0.131,4.817,8.612,4.235,SAFE
0.942,0.344,0.132,4.918,8.762,4.343,SAFE
0.944,0.345,0.133,4.853,8.727,4.274,SAFE
0.942,0.346,0.133,4.845,8.717,4.265,SAFE
0.941,0.346,0.133,4.765,8.495,4.18,SAFE
0.94,0.341,0.129,4.797,8.653,4.214,SAFE
